pk_cnae,nu_ordem,cd_ramo_atividade,cnae_dig2,de_ramo_atividade,ramo_atividade,divisao
15380,0,4399101,43,ADMINISTRACAO DE OBRAS,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15380,1,8121400,81,LIMPEZA EM PREDIOS E EM DOMICILIOS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
15381,0,1352900,13,FABRICACAO DE ARTEFATOS DE TAPECARIA,TÊXTEIS,FABRICAÇÃO DE PRODUTOS TÊXTEIS
15382,0,4754701,47,COMERCIO VAREJISTA DE MOVEIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15383,0,4722901,47,COMERCIO VAREJISTA DE CARNES  ACOUGUES,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15384,0,4723700,47,COMERCIO VAREJISTA DE BEBIDAS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15384,1,5611203,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
15385,0,4754701,47,COMERCIO VAREJISTA DE MOVEIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15386,0,4751200,47,CASAS LOTERICAS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15386,1,4761003,47,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15386,2,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15386,3,8219999,82,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15386,4,8299706,82,PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15387,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15388,0,4729602,47,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15388,1,4729699,47,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15388,2,4761001,47,COMERCIO VAREJISTA DE LIVROS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15388,3,4762800,47,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15388,4,4772500,47,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15389,0,4763602,47,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15390,0,1622602,16,FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS,DIVERSOS,FABRICAÇÃO DE PRODUTOS DE MADEIRA
15391,0,3321000,33,ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO"
15391,1,4614100,46,INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15391,2,7112000,71,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES",SERVIÇOS DE EDUCAÇÃO,SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS
15391,3,7119799,71,SERVICOS DE ENGENHARIA,SERVIÇOS DE EDUCAÇÃO,SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS
15392,0,4755502,47,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15392,1,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15392,2,4782202,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15393,0,4771704,47,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15393,1,4789004,47,COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15393,2,9609208,96,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
15394,0,1066000,10,COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS,BENS DE CONSUMO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
15394,1,4771704,47,FABRICACAO DE ALIMENTOS PARA ANIMAIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15395,0,1622699,16,FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO,DIVERSOS,FABRICAÇÃO DE PRODUTOS DE MADEIRA
15395,1,4321500,43,INSTALACAO E MANUTENCAO ELETRICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15395,2,4322301,43,"INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15395,3,4399103,43,OBRAS DE ALVENARIA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15395,4,8299707,82,SALAS DE ACESSO A INTERNET,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15396,0,9492800,94,ATIVIDADES DE ORGANIZACOES POLITICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15397,0,0131800,01,CULTIVO DE LARANJA,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15398,0,4930201,49,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",TRANSPORTE,TRANSPORTE TERRESTRE
15399,0,4921301,49,TRANSPORTE ESCOLAR,TRANSPORTE,TRANSPORTE TERRESTRE
15399,1,4921302,49,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERESTADUAL",TRANSPORTE,TRANSPORTE TERRESTRE
15399,2,4922102,49,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA",TRANSPORTE,TRANSPORTE TERRESTRE
15399,3,4924800,49,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL",TRANSPORTE,TRANSPORTE TERRESTRE
15399,4,4930202,49,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",TRANSPORTE,TRANSPORTE TERRESTRE
15400,0,0111302,01,CULTIVO DE MILHO,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15400,1,0115600,01,CULTIVO DE SOJA,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15401,0,4763602,47,ATIVIDADES DE CONDICIONAMENTO FISICO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15401,1,9313100,93,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,SERVIÇOS DIVERSOS,ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
15402,0,4617600,46,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15403,0,6399200,63,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",MINERAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
15403,1,7410299,74,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
15403,2,7490105,74,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
15403,3,7490199,74,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
15403,4,8299799,82,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15404,0,8112500,81,CONDOMINIOS PREDIAIS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
15405,0,9492800,94,ATIVIDADES DE ORGANIZACOES POLITICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15406,0,4711302,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15407,0,4771701,47,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15408,0,5611201,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
15409,0,4754701,47,COMERCIO VAREJISTA DE MOVEIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15410,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15411,0,4511102,45,"COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS",VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15412,0,8112500,81,CONDOMINIOS PREDIAIS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
15413,0,4744001,47,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15413,1,4755502,47,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15413,2,4755503,47,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15413,3,4759899,47,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15413,4,4761003,47,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15414,0,4755503,47,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15414,1,4759801,47,"COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15415,0,1351100,13,FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO,TÊXTEIS,FABRICAÇÃO DE PRODUTOS TÊXTEIS
15416,0,4712100,47,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15416,1,4742300,47,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15416,2,4744003,47,COMERCIO VAREJISTA DE MATERIAL ELETRICO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15416,3,4744099,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15417,0,7312200,73,"AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO",SERVIÇOS DE EDUCAÇÃO,PUBLICIDADE E PESQUISA DE MERCADO
15417,1,7319002,73,ATIVIDADES DE TELEATENDIMENTO,SERVIÇOS DE EDUCAÇÃO,PUBLICIDADE E PESQUISA DE MERCADO
15417,2,7319003,73,MARKETING DIRETO,SERVIÇOS DE EDUCAÇÃO,PUBLICIDADE E PESQUISA DE MERCADO
15417,3,8220200,82,PROMOCAO DE VENDAS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15417,4,8230001,82,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15418,0,4751200,47,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15419,0,0810099,08,EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO,PAPEL E CELULOSE,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS
15420,0,4322302,43,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15420,1,4751200,47,"INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15420,2,9521500,95,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
15421,0,1629302,16,"FABRICACAO DE ARTEFATOS DIVERSOS DE CORTICA, BAMBU, PALHA, VIME E OUTROS MATERIAIS TRANCADOS, EXCETO MOVEIS",DIVERSOS,FABRICAÇÃO DE PRODUTOS DE MADEIRA
15422,0,4741500,47,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15423,0,4923001,49,SERVICO DE TAXI,TRANSPORTE,TRANSPORTE TERRESTRE
15423,1,5229001,52,"SERVICOS DE APOIO AO TRANSPORTE POR TAXI, INCLUSIVE CENTRAIS DE CHAMADA",VAREJO,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
15424,0,4511102,45,"COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS",VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15425,0,4712100,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15426,0,5611203,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
15427,0,8291100,82,ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15428,0,8599601,85,FORMACAO DE CONDUTORES,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
15429,0,4774100,47,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15429,1,4783101,47,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15429,2,4783102,47,COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15430,0,4782201,47,COMERCIO VAREJISTA DE CALCADOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15431,0,3250706,32,ATIVIDADE ODONTOLOGICA,DIVERSOS,FABRICAÇÃO DE PRODUTOS DIVERSOS
15431,1,8630504,86,SERVICOS DE PROTESE DENTARIA,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
15432,0,0113000,01,CRIACAO DE BOVINOS PARA CORTE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15432,1,0151201,01,CULTIVO DE CANADEACUCAR,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15433,0,4330401,43,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15433,1,4744005,47,IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15434,0,5611201,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
15435,0,1351100,13,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",TÊXTEIS,FABRICAÇÃO DE PRODUTOS TÊXTEIS
15435,1,4755503,47,FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15436,0,0151201,01,CRIACAO DE BOVINOS PARA CORTE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15437,0,3329501,33,COMERCIO VAREJISTA DE MOVEIS,SERVIÇOS DIVERSOS,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO"
15437,1,4754701,47,SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15438,0,4744002,47,"COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15438,1,4759801,47,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15438,2,5223100,52,ESTACIONAMENTO DE VEICULOS,VAREJO,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
15439,0,6470101,64,"FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS",BENS DE CAPITAL,ATIVIDADES DE SERVIÇOS FINANCEIROS
15440,0,8130300,81,ATIVIDADES PAISAGISTICAS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
15441,0,3511502,35,ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO,ENERGIA,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES"
15441,1,6463800,64,ATIVIDADES DE COORDENACAO E CONTROLE DA OPERACAO DA GERACAO E TRANSMISSAO DE ENERGIA ELETRICA,BENS DE CAPITAL,ATIVIDADES DE SERVIÇOS FINANCEIROS
15441,2,6630400,66,"OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS",BENS DE CONSUMO,"ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE"
15442,0,9492800,94,ATIVIDADES DE ORGANIZACOES POLITICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15443,0,4789001,47,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15444,0,1020101,10,COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR,BENS DE CONSUMO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
15444,1,4634603,46,"PRESERVACAO DE PEIXES, CRUSTACEOS E MOLUSCOS",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15445,0,4924800,49,TRANSPORTE ESCOLAR,TRANSPORTE,TRANSPORTE TERRESTRE
15446,0,8599601,85,FORMACAO DE CONDUTORES,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
15447,0,1091102,10,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,BENS DE CONSUMO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
15447,1,3299099,32,FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE,DIVERSOS,FABRICAÇÃO DE PRODUTOS DIVERSOS
15447,2,5620104,56,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
15447,3,8230001,82,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15448,0,4530703,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15448,1,4744099,47,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15448,2,4751200,47,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15448,3,4759899,47,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15449,0,4751200,47,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15450,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15450,1,4782201,47,COMERCIO VAREJISTA DE CALCADOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15450,2,4789001,47,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15451,0,4754701,47,COMERCIO VAREJISTA DE MOVEIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15452,0,4530703,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
