pk_endereco,nm_logradouro,nu_logradouro,nm_bairro,nm_municipio,cd_cep,sg_uf,vl_latitude,vl_longitude
13600,RUA SOBRADINHO,SN,JOCKEY CAMPING,UBERLANDIA,38410635,MG,"-18,9434936","-48,2399623"
13601,AVENIDA 20 DE JANEIRO,SN,GALEAO,RIO DE JANEIRO,21853480,RJ,"-22,8143153","-43,2439687"
13603,RUA 14,3686,VILA OLINDA,RIO CLARO,13506737,SP,"-22,3914151","-47,5789192"
13605,AVENIDA ALTINO ARANTES,281,CENTRO,IRAPUA,14990000,SP,"-21,2838075","-49,4063999"
13606,RUA SANTA CLARA,33,COPACABANA,RIO DE JANEIRO,21030210,RJ,"-22,972205","-43,1868477"
13608,TRECHO ALEXANDRE LIMA,35,N S DE LOURDES,ARACATI,62800000,CE,"-4,5722295","-37,7645469"
13610,RUA DOUTOR RODRIGO DE BARROS,347,LUZ,SAO PAULO,01106020,SP,"-23,5297777","-46,6280837"
13611,QUADRA TREZE FL,32,NOVA MARABA,MARABA,68508120,PA,"-5,3843471","-49,1359432"
13613,AVENIDA JOSE BONIFACIO,471,CENTRO,JUSSARA,76270000,GO,"-15,8825139","-50,8693472"
13614,RUA ARTUR FERRARI,463,LAS VEGAS,IBIPORA,86200000,PR,"-23,2583904","-51,0457698"
13616,AVENIDA PRESIDENTE AFFONSO CAMARGO,5499,CAPAO DA IMBUIA,CURITIBA,82810000,PR,"-25,4435476","-49,210144"
13617,RUA PEDRO ROCHA,389,HELIOPOLIS,GARANHUNS,55295470,PE,"-8,8822986","-36,4860306"
13618,TRAVESSA BERREDOS,89,PONTA GROSSA ICOARACI,BELEM,66812015,PA,"-1,3069141","-48,4883859"
13619,RUA TRINTA E TRES,99,JARDIM VASSOURAS II,FRANCISCO MORATO,07955160,SP,"-23,280097","-46,743318"
13620,PRACA DA MATRIZ,SN,BOA ESPERANCA,TAMBORIL,63750000,CE,"-4,8317511","-40,319953"
13622,FAZENDA BOA VISTA,SN,ZONA RURAL,VARGEM GRANDE DO SUL,13880000,SP,"-21,8318653","-46,8932824"
13623,AVENIDA SAO JOAO,2375,JARDIM DAS COLINAS,SAO JOSE DOS CAMPOS,12242000,SP,"-23,2086015","-45,9082639"
13624,AVENIDA ATLANTICA,720,COPACABANA,RIO DE JANEIRO,22010000,RJ,"-22,9633554","-43,1701943"
13626,RUA ARTHUR JR NEULS,1800,CENTRO,ABELARDO LUZ,89830000,SC,"-26,5732608","-52,3288359"
13627,RUA DAS LARANJEIRAS,875,JARDIM DO VALE,BOM PRINCIPIO,95765000,RS,"-29,4871153","-51,3602507"
13628,QUADRA 1,-,DIST A INDUSTRIAL,APARECIDA DE GOIANIA,74993230,GO,"-16,7752533","-49,3005159"
13630,RUA DAS ACACIAS,41,MUTIRAO,PINHEIRAL,27197000,RJ,"-22,5212467","-44,0013356"
13632,RUA APARECIDA DE SAO MANOEL,1050,VILA NOVA YORK,SAO PAULO,03480010,SP,"-23,5767468","-46,5032671"
13633,RUA MONS AZARIAS SOBREIRA,61,PAPICU,FORTALEZA,60191070,CE,"-3,73117","-38,4764912"
13635,LOCALIDADE CENTRO PASTORALD WAGNER,SN,BAIRRO DA PARAIBA,CAICO,59300000,RN,"-6,4599655","-37,0936867"
13636,RUA JANDIRA WANDERLEY BASTOS,20,MARIA FARINHA,PAULISTA,53427660,PE,"-7,847877","-34,8388419"
13638,RUA DOUTOR LUIZ PONTES DE MIRANDA,110,CENTRO,MACEIO,57020140,AL,"-9,6663274","-35,7377368"
13640,RUA 323,115,CONJUNTO SAO CRISTOVAO,FORTALEZA,60530670,CE,"-3,7684892","-38,5570887"
13642,RUA MIGUEL PINTO CUNHA,1404,NOVA ESPERANCA,BELO HORIZONTE,31230420,MG,"-19,9190677","-43,9385747"
13644,RUA ANA NERY,7,JEQUIEZINHO,JEQUIE,45206230,BA,"-13,8688882","-40,0703449"
13646,RODOVIA BR TREZENTOS E CINQUENTA E SEIS,3049,BELVEDERE,BELO HORIZONTE,30320900,MG,"-19,9753055","-43,9462192"
13647,RUA ESTADOS UNIDOS,1465,JARDIM INTERNORTE,MARINGA,87045010,PR,"-23,4262154","-51,8976203"
13649,RUA SANTOS DUMONT,100,CENTRO,ITAPAJE,62600000,CE,"-3,741645","-39,6105142"
13650,SQ 105 BLOCO B,SN,ASA SUL,BRASILIA,70344020,DF,"-15,811423","-47,8975139"
13652,RUA E,627,MATO GROSSO,IPORA,76200000,GO,"-16,4416785","-51,1083512"
13653,RODOVIA BR 101,-,QUARTA LINHA,CRICIUMA,88803470,SC,"-28,8100957","-49,3815062"
13654,RUA ROBERTO STIEGERT,4,SAO PEDRO,JUIZ DE FORA,36037380,MG,"-21,7758578","-43,379127"
13656,AVENIDA CRUZEIRO DO SUL,1,CANINDE,SAO PAULO,03033020,SP,"-23,5316875","-46,6257805"
13658,RUA ROD BR,280,IMIGRANTES,GUARAMIRIM,89270000,SC,"-26,4735113","-49,0033929"
13659,RUA MANOEL ALVES,391,CENTRO,UMARI,63310000,CE,"-6,6466276","-38,6994355"
13660,RODOVIA BR 163,-,SEDE,MARECHAL CANDIDO RONDON,85960000,PR,"-24,5477521","-54,0430218"
13661,RUA ALBERTO RODRIGUES BIO,971,JARDIM CARLOS COOPER,SUZANO,08664290,SP,"-23,5612441","-46,3198097"
13663,AVENIDA PARAGUAI,307,JARDIM AMERICA,ITUPORANGA,88400000,SC,"-27,408067","-49,6006728"
13665,FEIA DO COMERCIO,5,PRAIA GRANDE,SAO LUIS,65000000,MA,"-2,5391099","-44,2829046"
13666,B SAO DOMINGOS,-,ZONA RURAL,CRISTINA,37476000,MG,"-22,2102702","-45,2630555"
13667,RUA FADEL,186,LEBLON,RIO DE JANEIRO,22430170,RJ,"-22,9800954","-43,2209248"
13669,RUA JAIME VIEIRA LIMA,91,PAU DA LIMA,SALVADOR,41520970,BA,"-12,9046098","-38,4781582"
13670,AVENIDA FLORIANO PEIXOTO,2473,BRASIL,UBERLANDIA,38400702,MG,"-18,905136","-48,266247"
13671,RUA MARIO CAMPOS,409,CENTRO,SANTA MARIA DA VITORIA,47640000,BA,"-13,3942724","-44,1970242"
13673,AVENIDA HISTORIADOR RUBENS DE MENDONCA,1731,BOSQUE DA SAUDE,CUIABA,78050500,MT,"-15,583413","-56,078962"
13675,PRACA DO COMERCIO,126,VILA REDENCAO,GOIANIA,74845140,GO,"-16,7192217","-49,2430139"
13676,RUA DA POEIRA,3,NAZARE,SALVADOR,40040520,BA,"-12,9743116","-38,5069269"
13677,RUA FRANCISCO SAMPAIO,551,VILA SAMPAIO BUENO,JAU,17205050,SP,"-22,2897214","-48,5686861"
13679,RUA SODRE,413,SAO PEDRO,SALVADOR,40301155,BA,"-12,9805475","-38,515878"
13680,-,39,LOTEAMENTO,BOM JESUS DA LAPA,47600000,BA,"-12,9526394","-38,4797534"
13681,RUA OS DEZOITO DO FORTE,2551,SAO PELEGRINO,CAXIAS DO SUL,95020472,RS,"-29,1698857","-51,1872837"
13683,RUA JOAO MARIA JR,750,VILA SANTA ROSA,GUARUJA,11444610,SP,"-23,9966301","-46,2822441"
13684,RUA JOSE ROLIM SOBRINHO,139,CENTRO,ITARARE,18460000,SP,"-24,1103162","-49,3242903"
13686,RUA NIQUEL,326,PROGRESSO,SETE LAGOAS,35701107,MG,"-19,4714858","-44,2216552"
13688,RUA JEREMIAS PEREIRA,184,CENTRO,NOVA OLINDA,63165000,CE,"-7,0967813","-39,6806383"
13690,RUA ALTAMIRO GUIMARAES,-,OFICINAS,TUBARAO,88701971,SC,"-28,4885355","-49,0189649"
13691,AVENIDA CORONEL SISSON,301,VILA ARACI,DUQUE DE CAXIAS,25266000,RJ,"-22,6173912","-43,2009644"
13693,RUA LAGES,445,RIO CAVERAS,BIGUACU,88160000,SC,"-27,5032062","-48,6447842"
13695,RUA MARECHAL FLORIANO,607,CENTRO,SANTA CRUZ DO SUL,96810000,RS,"-29,7167558","-52,4279935"
13696,Q 509 BLOCO A,SN,ASA SUL,BRASILIA,70360510,DF,"-15,7539969","-47,8957826"
13697,AVENIDA NILO PECANHA,1058,PARQUE LAFAIETE,DUQUE DE CAXIAS,25025000,RJ,"-22,785293","-43,3205735"
13698,RUA SANTA CATARINA,147,CENTRO,LONDRINA,86010470,PR,"-23,3118221","-51,1561271"
13700,RUA PARANA,360,CENTRO,OURINHOS,19900020,SP,"-22,9793261","-49,8689625"
13702,RUA 24 DE MAIO,147,CENTRO,FORTALEZA,60020000,CE,"-3,7231049","-38,5306286"
13704,LOCALIDADE CHACARA SAO JOAO,SN,-,CALDAS,37780000,MG,"-21,921589","-46,3885642"
13706,AVENIDA CUPECE,1243,CIDADE ADEMAR,SAO PAULO,08210040,SP,"-23,6552539","-46,6689951"
13708,AVENIDA PASSOS,91,CENTRO,RIO DE JANEIRO,20051040,RJ,"-22,9035891","-43,1838644"
13709,RUA TENENTE ARNALDO,221,TIMBI,CAMARAGIBE,54765135,PE,"-8,0263237","-34,9887125"
13710,RODOVIA RSC,453,SAO JOSE,VENANCIO AIRES,95800000,RS,"-29,5619102","-52,1595325"
13712,RODOVIA BR 364,SN,ZONA RURAL,JACIARA,78820000,MT,"-15,9608426","-54,9675249"
13713,RUA DA PALMEIRA,25,CENTRO,BELA VISTA DO MARANHAO,65335000,MA,"-3,7299364","-45,3068741"
13714,RUA FONSECA LOBO,333,ALDEOTA,FORTALEZA,60175020,CE,"-3,7413162","-38,4902314"
13716,AVENIDA SANTOS DUMONT,3338,SAO SEBASTIAO,CODO,65400000,MA,"-4,4659198","-43,8892755"
13717,RUA DO BOSQUE,208A,BARRA FUNDA,SAO PAULO,01136000,SP,"-23,5261031","-46,6506225"
13718,RUA JOSE ERNESTO NEDEL,255,RUBEM BERTA,PORTO ALEGRE,91240640,RS,"-30,0231441","-51,1182246"
13719,RUA ISHITI EGAMI,55,JARDIM PINHEIROS,SAO JOSE DO RIO PRETO,15091350,SP,"-20,8326142","-49,4047279"
13721,AVENIDA LOURIVAL NUNES,20,JARDIM LIMOEIRO,SERRA,29164050,ES,"-20,2091225","-40,2627582"
13723,RUA GUILHERME ROCHA,263,CENTRO,FORTALEZA,60030140,CE,"-3,726375","-38,5299614"
13724,RUA MARIA LANUTTI MARTINS,52,VILA RIO BRANCO,ITAPETININGA,18208250,SP,"-23,6399075","-48,1597946"
13725,SITIO SAO JOSE,SN,PACOVA,ITAPEVA,18400970,SP,"-23,9793102","-48,8768997"
13727,RUA SAO PAULO,1103,CAMPOS ELISEOS,RIBEIRAO PRETO,14085010,SP,"-21,1635689","-47,8012467"
13729,RODOVIA BR 280,5249,PORTAL,JARAGUA DO SUL,89260160,SC,"-26,4593383","-49,1497156"
13731,ESTRADA LINHA TOMASI,SN,TUIUTY,BENTO GONCALVES,95700000,RS,"-29,1799778","-51,4913267"
13732,AVENIDA DOMINGOS PERIM,234,CENTRO,VENDA NOVA DO IMIGRANTE,29375970,ES,"-20,3350678","-41,1302382"
13733,AVENIDA VEREADOR JOAO SATURNINO DE ALMEIDA,76,BOA VISTA,ARAPIRACA,57303265,AL,"-9,7787265","-36,6402113"
13735,RUA GALAX,235,QUINTAS DO SOL,NOVA LIMA,34003058,MG,"-19,9930478","-43,8485566"
13737,FAZENDA SANTA CLARA II,SN,TANQUA,SAO PEDRO,13520000,SP,"-22,5487399","-47,9100329"
13738,AVENIDA HUBERTO NUNES DE OLIVEIRA,391,CENTRO,SIMAO DIAS,49480000,SE,"-10,7397921","-37,809338"
13739,RUA SANTA CATARINA,591,CENTRO,HERVAL D OESTE,89610000,SC,"-27,1737967","-51,4906401"
13740,RUA GENERAL BERNARDO FIGUEIREDO,136,RODOLFO TEOFILO,FORTALEZA,60431085,CE,"-3,7390772","-38,5494903"
13741,SITIO SANTA QUIRINA,SN,7 DE ABRIL,GETULINA,16450000,SP,"-21,7988905","-49,9288241"
13742,SITIO SANTO ANTONIO,SN,ZONA RARUL,RUBINEIA,15790000,SP,"-20,1763707","-51,0075049"
13743,AVENIDA AUGUSTO SEVERO,220,GLORIA,RIO DE JANEIRO,20021040,RJ,"-22,9161561","-43,1767784"
13744,CHACARA RECANTO MINEIRO,SN,RURAL,NUPORANGA,14670000,SP,"-20,7302655","-47,7522938"
13745,CHACARA SANTO ANTONIO,SN,POCINHO,SAO MIGUEL ARCANJO,18230000,SP,"-23,8786864","-47,9940081"
13747,RUA D SEBASTIANA DE BARROS,297,VILA SANTA TEREZINHA,SAO MANUEL,18650000,SP,"-22,7327099","-48,57258"
13748,RUA EMILIO FERNANDES SANCHES,94,VILA APARECIDA,CAPAO BONITO,18303170,SP,"-23,979569","-48,3435682"
13749,RUA CECILIA MEIRELES,787,AROLDO CRUZ,LUIS EDUARDO MAGALHAES,47850000,BA,"-12,0904542","-45,7805375"
13751,RUA SAO MAURICIO,435,VILA ROSALIA,GUARULHOS,07073000,SP,"-23,4499102","-46,5651881"
13752,RUA NICE,66,PINHEIRINHO,ITAQUAQUECETUBA,08588650,SP,"-23,441968","-46,3143811"
13754,RUA ELIAS DABARIAN,8,INOCOOP,GUARULHOS,07174020,SP,"-23,4241292","-46,4146036"
13756,AVENIDA UM,41,FEIRA DE GADO,TRES CORACOES,37410000,MG,"-21,7011798","-45,235501"
13757,RUA LUIZ GUILHERME DE OLIVEIRA,346,SILOP,UBATUBA,11680000,SP,"-23,4336578","-45,0838481"
13759,SITIO SANTO ANTONIO,SN,AGUA DO SANTO ANTONIO,TARUMA,19820000,SP,"-22,7497183","-50,5792608"
13761,RUA DO ROSARIO,21,CIDADE ALTA,CARUARU,55031205,PE,"-8,3093857","-35,9778775"
13762,RUA 122,820,TIMBO,MARACANAU,61936250,CE,"-3,8760833","-38,623927"
13763,AVENIDA HORACIO RACCANELLO FILHO,5235,ZONA 9,MARINGA,87013929,PR,"-23,4183852","-51,9323906"
13764,RUA SANTO ANTONIO,333,CENTRO,SANTA INES,65300064,MA,"-3,6621025","-45,3818051"
13765,RUA SEM NOME,-,ETAPA E,VALPARAISO DE GOIAS,72876505,GO,"-16,0655297","-47,9761119"
13767,TRECHO DA LIMA,7,VILA ARTHUR,VARZEA GRANDE,78140460,MT,"-15,6388796","-56,1492262"
13768,AVENIDA VALDECIR ANGELO ZAMPIERI,1329,CENTRO,IRANI,89680000,SC,"-27,0222777","-51,9036702"
13770,RUA CIRO VALENTINE,36,RESIDENCIAL OURO VERDE,PINDAMONHANGABA,12412240,SP,"-22,9444129","-45,4601443"
13771,RODOVIA AMARO ANTONIO VIEIRA,2463,ITACORUBI,FLORIANOPOLIS,88034102,SC,"-27,585774","-48,497128"
13772,RUA JOAQUIM ALVES RIBEIRO,196,SOLANGE PARQUE I,GOIANIA,74484160,GO,"-16,7006474","-49,3582021"
13773,RUA VINTE E TRES,349,RESIDENCIAL SAO CLEMENTE,MONTE MOR,13190000,SP,"-22,9327872","-47,2411255"
13774,RUA PC RUA PROFESSOR CAETANO AMORIM,12,DOS LEITES,CORUMBA DE GOIAS,72960000,GO,"-15,9222453","-48,8117957"
13775,RUA ANTONIO BROILO,603,CRUZEIRO,CAXIAS DO SUL,95074020,RS,"-29,1684104","-51,1432807"
13776,RUA SETUBAL,278,BOA VIAGEM,RECIFE,51030010,PE,"-8,1329071","-34,9017298"
13777,SITIO BAIRRO CACHOEIRA DOS PINTOS,SN,CACHOEIRA DOS PINTOS,SAO LUIZ DO PARAITINGA,12140000,SP,"-23,2254868","-45,3161136"
13779,RUA LONDRINA,72,SAO VICENTE,BOM DESPACHO,35600000,MG,"-19,7426809","-45,2828256"
13780,AVENIDA HEITOR DIAS,7,BAIXA DE QUINTAS,SALVADOR,40300034,BA,"-12,9660389","-38,4923591"
13782,RUA MARIA OSCARINA RESENDE DE OLIVEIRA,29,BETA,PINDAMONHANGABA,12425190,SP,"-22,9440202","-45,4179978"
13783,RUA JOSE SOMBRA,515,PARQUELANDIA,FORTALEZA,60450610,CE,"-3,7371421","-38,5463578"
13785,RUA ONZE,207A,COLINA DO JARDIM GLORIA,UBA,36500000,MG,"-21,1135193","-42,9465776"
13786,RUA SANDALO,847,CENTRO,QUEDAS DO IGUACU,85460000,PR,"-25,4502727","-52,9015408"
13788,RUA 13 DE MAIO,412,CENTRO,AMPARO,13903050,SP,"-22,7042082","-46,7681387"
13789,RUA CORONEL HENRIQUE DA FONSECA,247,CENTRO,SAO JOAO DE MERITI,25520620,RJ,"-22,8015619","-43,3740752"
13790,AVENIDA BPS,1270,BPS,ITAJUBA,37500176,MG,"-22,4140471","-45,4518642"
13792,RUA OSCAR JOSE DE FRANCA,92,CENTRO,ITAMBE,55920000,PE,"-7,411067","-35,1101303"
13794,PRACA CORONEL JOAO PEDRO,134,CENTRO,PEDREIRA,13920000,SP,"-22,7418246","-46,9009844"
13796,RUA GUSTAVO WIENANDTS,1207,CENTRO,ARROIO DO MEIO,95940000,RS,"-29,393679","-51,9455198"
13798,RUA SAO PEDRO,153,MARECHAL RONDON,CANOAS,92020480,RS,"-29,9224915","-51,1697999"
13800,RUA BARAO DA CONCEICAO,281,CENTRO,PELOTAS,96015310,RS,"-31,7627095","-52,3518484"
13801,RUA GETULIO VARGAS,641,SEDE,TAPES,96760000,RS,"-30,6737862","-51,3951754"
13803,RODOVIA JORGE LACERDA,1240,FIGUEIRA,GASPAR,89110000,SC,"-26,9171596","-48,9769979"
13805,RUA JOSE BONIFACIO,SN,CENTRO,PALMEIRA DAS MISSOES,98300000,RS,"-27,8970814","-53,3082242"
13806,RUA MARIA TEREZA F RODRIGUE,229,PARQUE CONTINENTAL,SAO PAULO,08210040,SP,"-23,5457444","-46,7593642"
13808,RUA DOUTOR JOSE MONTEIRO SILVA,350,SEDE,MIMOSO DO SUL,29400000,ES,"-21,0647912","-41,3654905"
13809,RUA PEDRO COSTA,766,-,UNAI,38610000,MG,"-16,3634733","-46,8936541"
13810,FAZENDA DA MATA,SN,ZONA RURAL,CANARANA,78640000,MT,"-13,5564739","-52,2691123"
13812,RUA PRESIDENTE COSTA E SILVA,474,HELENA MARIA,OSASCO,06253000,SP,"-23,5016973","-46,7921167"
13814,RUA COR AZUL,38,MAR PAULISTA,SAO PAULO,08210040,SP,"-23,5489433","-46,6388182"
13816,RUA BENJAMIN CONSTANT,650,CENTRO,SAO JOAO DA BOA VISTA,13870220,SP,"-21,9662385","-46,7967681"
13817,AVENIDA DOUTOR ARNALDO,1980,SUMARE,SAO PAULO,01255000,SP,"-23,5475951","-46,6810305"
13818,RUA TOCANTINS,890,BRASILIA,ARAGUARI,38441096,MG,"-18,6573142","-48,212215"
13819,RUA 10 DE JANEIRO,35,CENTRO,COTIA,06715125,SP,"-23,6032972","-46,9303229"
13820,RUA JOSE COSTA DE ANDRADE,742,PIRITUBA,SAO PAULO,05135400,SP,"-23,5761835","-46,4909206"
13822,RUA DOUTOR VALMOR RIBEIRO,157,CORAL,LAGES,88509130,SC,"-27,8104535","-50,309744"
13823,RUA 5,31,CONJUNTO JOAZ SOUZA,PARNAIBA,64204510,PI,"-2,9260894","-41,7452679"
13825,RUA DO IMPERADOR,232,SAO MIGUEL PAULISTA,SAO PAULO,01001010,SP,"-23,5032375","-46,6070859"
13827,RUA FLORIANO PEIXOTO,7,CENTRO,MONTES CLAROS,39400021,MG,"-16,7182793","-43,8648976"
13828,RUA NOSSA SENHORA DAS GRACAS,379,NOSSA S DAS GRACAS,PARA DE MINAS,35660035,MG,"-19,8684863","-44,6056505"
13830,RUA DO TATUAPE,439,MARANHAO,SAO PAULO,03089030,SP,"-23,5292283","-46,5616125"
13831,RUA DO SOL,586,CENTRO,SAO LUIS,65020590,MA,"-2,5289948","-44,2981373"
13833,RUA GENERAL OSORIO,1660,PINHAL,BALNEARIO PINHAL,95599000,RS,"-30,2496286","-50,2326908"
13834,RODOVIA BR 364,SN,ZONA RURAL,PRESIDENTE MEDICI,76916000,RO,"-11,1590983","-61,9016198"
13836,RUA SETENTA,185,JARDIM ITU,PORTO ALEGRE,91220580,RS,"-29,9828587","-51,1016337"
13837,AVENIDA ARLINDO MARTINS,SN,CENTRO,CARIRI DO TOCANTINS,77453000,TO,"-11,8902892","-49,1637266"
13838,RUA FRANCISCO ANTONIO DA SILVA,19550,SERTAO DO MARUIM,SAO JOSE,88122010,SC,"-27,5973496","-48,681817"
13839,RUA MA 402,SN,POVOADO MASSALINA,HUMBERTO DE CAMPOS,65180000,MA,"-2,5986506","-43,4652621"
13840,AVENIDA EUGENIO NEGRI,31,JARDIM ZAIRA,MAUA,09321190,SP,"-23,6469004","-46,4331158"
13841,RUA GUILHERME MARCONI,212,VILA ASSUNCAO,SANTO ANDRE,09020270,SP,"-23,6668884","-46,5240893"
13843,SITIO BONITO,SN,ZONA RURAL,SENADOR POMPEU,63600000,CE,"-5,5850423","-39,3708292"
13845,RUA ODILON LEITE DE ANDRADE,16,CENTRO,TUPARETAMA,56760000,PE,"-7,6139885","-37,3121778"
13846,RODOVIA PIRANGUCU ITAJUBA,991,MELLOS II,PIRANGUCU,37511000,MG,"-22,5279257","-45,4981867"
13848,RUA DOUTOR GABRIEL DE RESENDE,28,VILA INVERNADA,SAO PAULO,03350005,SP,"-23,5712593","-46,5663609"
13849,RUA PESSONE,44,SETOR MORADA DO SOL,GOIANIA,74475202,GO,"-16,6197205","-49,3222123"
13850,RUA AFONSO BOVERO,878,OCIAN,PRAIA GRANDE,11704110,SP,"-24,0219678","-46,4735513"
13851,RUA ANTONINHO MARMO,4171,SOLO SAGRADO,SAO JOSE DO RIO PRETO,15044050,SP,"-20,795585","-49,4004852"
13853,QUADRA 305 NORTE ALAMEDA 34,SN,CENTRO,PALMAS,77001376,TO,"-10,167266","-48,3443435"
13854,AVENIDA CONSELHEIRO CARRAO,2620,VILA CARRAO,SAO PAULO,03402002,SP,"-23,5495983","-46,5366932"
13855,RUA MAGALHAES PINTO,151,ROCHA SOBRINHO,MESQUITA,26572310,RJ,"-22,78178","-43,4045979"
13857,RUA NENE,303,CENTRO,EXTREMA,37640000,MG,"-22,8551723","-46,3167065"
13858,AVENIDA BELO HORIZONTE,15,CENTRO,JESUPOLIS,75495000,GO,"-15,949788","-49,3734004"
13859,FAZENDA BOA SORTE SEDE,1,ZONA RURAL,RESTINGA,14430000,SP,"-23,4577582","-46,5939487"
13860,SITIO SALGADO,SN,SALGADO,COITE DO NOIA,57325000,AL,"-9,6325521","-36,580987"
13861,SERVIDAO PEDRAS BRANCAS,179,CACHOEIRA DO BOM JESUS,FLORIANOPOLIS,88056581,SC,"-27,432147","-48,4239963"
13862,RUA CALIXTO,302,CIDADE DE DEUS,ITABERABA,46880000,BA,"-12,511134","-40,3106533"
13863,RUA AZEVEDO SOARES,1651,TATUAPE,SAO PAULO,03319000,SP,"-23,5477653","-46,5608315"
13864,RUA ROUXINOL,362,SAO BENTO,BOA VISTA,69315603,RR,"2,8242051","-60,6884337"
13865,RUA BERTIOGA,227,CIDADE JARDIM,JACAREI,12320140,SP,"-23,3191139","-45,9717598"
13866,AVENIDA SANTA CATARINA,630,TABOLEIRO,CAMBORIU,88340010,SC,"-27,0143909","-48,6519925"
13868,AVENIDA SAQUAREMA,5415,BACAXA,SAQUAREMA,28990786,RJ,"-22,8947567","-42,4708275"
13869,AVENIDA HENRIQUE VITA,176,RODOVIARIO,SANTANA DO ARAGUAIA,68560000,PA,"-9,8","-36,35"
13870,RUA PEDRO ALVES PEGO,70,CHACARAS SAO BENTO,VALINHOS,13278070,SP,"-23,0109093","-47,0113704"
13871,RUA MANOEL DE SOUZA DIAS NEGRAO,810,BOA VISTA,CURITIBA,82540070,PR,"-25,3907032","-49,2499177"
13872,RUA GERMANO BATISTA DE SOUZA,110,TIRADENTES,POCOES,45260000,BA,"-14,522876","-40,3770525"
13874,ESTRADA MUNICIPAL SUMARE A TAQUARA BRANCA,SN,TAQUARA BRANCA,SUMARE,13170036,SP,"-22,8209029","-47,2732726"
13876,RUA ACU,335,CIDADE ALTA,NATAL,59020110,RN,"-5,7874376","-35,2035878"
13878,AVENIDA ANHANGUERA,646,VILA REAL CONTINUACAO,HORTOLANDIA,13183140,SP,"-22,8537286","-47,2159977"
13879,RUA JOSE BRANDAO,119,JARDIM PIRITUBA,SAO PAULO,02985050,SP,"-23,4408695","-46,7196773"
13880,RUA NESTOR BRANDAO,71,RESIDENCIAL ANA CELIA,SAO JOSE DO RIO PRETO,15045565,SP,"-20,7782663","-49,396457"
13881,RUA TIRADENTES,1,PICO DO AMOR,CUIABA,78065075,MT,"-15,6092389","-56,0820715"
13882,AVENIDA ANTONIO CARLOS MAGALHAES,846,ITAIGARA,SALVADOR,41825900,BA,"-12,9961453","-38,4653819"
13883,AVENIDA INTERVENTOR MANOEL RIBAS,145,CENTRO,ASTORGA,86730000,PR,"-23,2400211","-51,6639768"
13885,RUA GONCALVES DOS SANTOS,46,JARDIM MARACA,SAO PAULO,05861310,SP,"-23,6712895","-46,7681853"
13886,AVENIDA HILDEBRANDO DE VASCONCELOS,140,BEBERIBE,RECIFE,52140000,PE,"-8,0038012","-34,9005988"
13888,RUA GUILHERME KOCK,507,SANTO ANTONIO,JOINVILLE,89218220,SC,"-26,2748828","-48,8614092"
13890,RUA JOSE WEISSOHN,124,CENTRO,SALTO,13320200,SP,"-23,207483","-47,2952243"
13891,RUA ESTADOS UNIDOS,1221,BACACHERI,CURITIBA,82510050,PR,"-25,4023009","-49,244914"
13892,RUA PINHEIRO MACHADO,134,CENTRO,NONOAI,99600000,RS,"-27,3658333","-52,7709007"
13894,RUA DO COMERCIO,SN,POV DE BONOPOLIS,PORANGATU,76550000,GO,"-13,432916","-49,1424016"
13895,RUA MOACYR LAZZAROTTO DE OLIVEIRA,475,PARQUE DO CAFE,PONTA GROSSA,84063080,PR,"-25,0994246","-50,1583223"
13896,RUA QUINTINO BOCAIUVA,639A,CENTRO,ITAPETININGA,18200014,SP,"-23,5917058","-48,0509217"
13897,TRAVESSA DUQUE DE CAXIAS II,1166,VARZEA DA MATRIZ,ARACATI,62800000,CE,"-4,5612094","-37,7688612"
13898,RUA MANOEL AUGUSTO PEREIRA,15,CENTRO,BODO,59528000,RN,"-5,9827031","-36,4093226"
13899,AVENIDA DOCA BELO,51A,CENTRO,PEDRA BRANCA,63630000,CE,"-5,455564","-39,7157705"
13901,AVENIDA BRASIL,1740,CENTRO,RIO NEGRO,79472970,MS,"-19,4485793","-54,9893621"
13902,RUA CURITIBA,638,SANTO ANTONIO,MONTES CLAROS,39402258,MG,"-16,7423725","-43,841993"
13903,RUA 6,-,CIVIT II,SERRA,29168095,ES,"-20,1286963","-40,3082669"
13904,RUA ELYDIO PINHEIRO,371,PARQUE DO SOL,CAMPO GRANDE,79075117,MS,"-20,5583554","-54,6501401"
13905,RUA DOUTOR PEDRO PINTO,234A,ALTO CAICARAS,BELO HORIZONTE,30775490,MG,"-19,902074","-43,9714596"
13906,RUA PADRE MAURO FARIA,33,SAGRADA FAMILIA,BARAO DE COCAIS,35970000,MG,"-19,9469027","-43,4752128"
13907,RUA SAO FRANCISCO DO PIAUI,475,ITAQUERA,SAO PAULO,08215400,SP,"-23,5393609","-46,4466199"
13909,RUA MARECHAL DEODORO,126,-,CURITIBA,80010917,PR,"-25,4322541","-49,2708772"
13910,RUA CORONEL MAGNO,675,CENTRO,BARREIRAS,47800154,BA,"-12,1508723","-44,9961178"
13911,AVENIDA CHAMPAPNAT,647,CENTRO,VILA VELHA,29100011,ES,"-20,336161","-40,2895679"
13912,SITIO LAGOA GRANDE,SN,ZONA RURAL,BARREIRA,62795000,CE,"-4,3183242","-38,6110264"
13913,AVENIDA PAULISTA,1009,BELA VISTA,SAO PAULO,01310000,SP,"-23,5654197","-46,6523329"
13914,RUA SILVIANOPOLIS,592,JARDIM ANDERE,VARGINHA,37006350,MG,"-21,567609","-45,4321478"
